cell,cell_id,cell_types
BM1077-CMP-Frozen-160106-23,cell_982,CMP
BM1077-CMP-Frozen-160106-24,cell_983,CMP
BM1077-CMP-Frozen-160106-25,cell_984,CMP
BM1077-CMP-Frozen-160106-26,cell_985,CMP
BM1077-CMP-Frozen-160106-27,cell_986,CMP
BM1077-CMP-Frozen-160106-28,cell_987,CMP
BM1077-CMP-Frozen-160106-29,cell_988,CMP
BM1077-CMP-Frozen-160106-30,cell_989,CMP
BM1077-CMP-Frozen-160106-31,cell_990,CMP
BM1077-CMP-Frozen-160106-32,cell_991,CMP
BM1077-CMP-Frozen-160106-33,cell_992,CMP
BM1077-CMP-Frozen-160106-34,cell_993,CMP
BM1077-CMP-Frozen-160106-35,cell_994,CMP
BM1077-CMP-Frozen-160106-36,cell_995,CMP
BM1077-CMP-Frozen-160106-37,cell_996,CMP
BM1077-CMP-Frozen-160106-38,cell_997,CMP
BM1077-CMP-Frozen-160106-39,cell_998,CMP
BM1077-CMP-Frozen-160106-40,cell_999,CMP
BM1077-CMP-Frozen-160106-41,cell_1000,CMP
BM1077-CMP-Frozen-160106-42,cell_1001,CMP
BM1077-CMP-Frozen-160106-43,cell_1002,CMP
BM1077-CMP-Frozen-160106-44,cell_1003,CMP
BM1077-CMP-Frozen-160106-45,cell_1004,CMP
BM1077-CMP-Frozen-160106-46,cell_1005,CMP
BM1077-CMP-Frozen-160106-47,cell_1006,CMP
BM1077-CMP-Frozen-160106-48,cell_1007,CMP
BM1077-CMP-Frozen-160106-49,cell_1008,CMP
BM1077-CMP-Frozen-160106-50,cell_1009,CMP
BM1077-CMP-Frozen-160106-51,cell_1010,CMP
BM1077-CMP-Frozen-160106-52,cell_1011,CMP
BM1077-CMP-Frozen-160106-53,cell_1012,CMP
BM1077-CMP-Frozen-160106-54,cell_1013,CMP
BM1077-CMP-Frozen-160106-55,cell_1014,CMP
BM1077-CMP-Frozen-160106-56,cell_1015,CMP
BM1077-CMP-Frozen-160106-57,cell_1016,CMP
BM1077-CMP-Frozen-160106-58,cell_1017,CMP
BM1077-CMP-Frozen-160106-59,cell_1018,CMP
BM1077-CMP-Frozen-160106-60,cell_1019,CMP
BM1077-CMP-Frozen-160106-61,cell_1020,CMP
BM1077-CMP-Frozen-160106-62,cell_1021,CMP
BM1077-CMP-Frozen-160106-63,cell_1022,CMP
BM1077-CMP-Frozen-160106-64,cell_1023,CMP
BM1077-CMP-Frozen-160106-65,cell_1024,CMP
BM1077-CMP-Frozen-160106-66,cell_1025,CMP
BM1077-CMP-Frozen-160106-67,cell_1026,CMP
BM1077-CMP-Frozen-160106-68,cell_1027,CMP
BM1077-CMP-Frozen-160106-69,cell_1028,CMP
BM1077-CMP-Frozen-160106-70,cell_1029,CMP
BM1077-CMP-Frozen-160106-71,cell_1030,CMP
BM1077-CMP-Frozen-160106-72,cell_1031,CMP
BM1077-CMP-Frozen-160106-73,cell_1032,CMP
BM1077-CMP-Frozen-160106-74,cell_1033,CMP
BM1077-CMP-Frozen-160106-75,cell_1034,CMP
BM1077-CMP-Frozen-160106-76,cell_1035,CMP
BM1077-CMP-Frozen-160106-77,cell_1036,CMP
BM1077-CMP-Frozen-160106-78,cell_1037,CMP
BM1077-CMP-Frozen-160106-79,cell_1038,CMP
BM1077-CMP-Frozen-160106-80,cell_1039,CMP
BM1077-CMP-Frozen-160106-81,cell_1040,CMP
BM1077-CMP-Frozen-160106-82,cell_1041,CMP
BM1077-CMP-Frozen-160106-83,cell_1042,CMP
BM1077-CMP-Frozen-160106-84,cell_1043,CMP
BM1077-CMP-Frozen-160106-85,cell_1044,CMP
BM1077-CMP-Frozen-160106-86,cell_1045,CMP
BM1077-CMP-Frozen-160106-87,cell_1046,CMP
BM1077-CMP-Frozen-160106-88,cell_1047,CMP
BM1077-CMP-Frozen-160106-89,cell_1048,CMP
BM1077-CMP-Frozen-160106-90,cell_1049,CMP
BM1077-CMP-Frozen-160106-91,cell_1050,CMP
BM1077-CMP-Frozen-160106-92,cell_1051,CMP
BM1077-CMP-Frozen-160106-93,cell_1052,CMP
BM1077-CMP-Frozen-160106-94,cell_1053,CMP
BM1077-CMP-Frozen-160106-95,cell_1054,CMP
BM1077-CMP-Frozen-160106-96,cell_1055,CMP
BM1077-MPP-Frozen-160105-1,cell_1056,MPP
BM1077-MPP-Frozen-160105-2,cell_1057,MPP
BM1077-MPP-Frozen-160105-3,cell_1058,MPP
BM1077-MPP-Frozen-160105-4,cell_1059,MPP
BM1077-MPP-Frozen-160105-5,cell_1060,MPP
BM1077-MPP-Frozen-160105-6,cell_1061,MPP
BM1077-MPP-Frozen-160105-7,cell_1062,MPP
BM1077-MPP-Frozen-160105-8,cell_1063,MPP
BM1077-MPP-Frozen-160105-9,cell_1064,MPP
BM1077-MPP-Frozen-160105-10,cell_1065,MPP
BM1077-MPP-Frozen-160105-11,cell_1066,MPP
BM1077-MPP-Frozen-160105-12,cell_1067,MPP
BM1077-MPP-Frozen-160105-13,cell_1068,MPP
BM1077-MPP-Frozen-160105-14,cell_1069,MPP
BM1077-MPP-Frozen-160105-15,cell_1070,MPP
BM1077-MPP-Frozen-160105-16,cell_1071,MPP
BM1077-MPP-Frozen-160105-17,cell_1072,MPP
BM1077-MPP-Frozen-160105-18,cell_1073,MPP
BM1077-MPP-Frozen-160105-19,cell_1074,MPP
BM1077-MPP-Frozen-160105-20,cell_1075,MPP
BM1077-MPP-Frozen-160105-21,cell_1076,MPP
BM1077-MPP-Frozen-160105-22,cell_1077,MPP
BM1077-MPP-Frozen-160105-23,cell_1078,MPP
BM1077-MPP-Frozen-160105-24,cell_1079,MPP
BM1077-MPP-Frozen-160105-25,cell_1080,MPP
BM1077-MPP-Frozen-160105-26,cell_1081,MPP
BM1077-MPP-Frozen-160105-27,cell_1082,MPP
BM1077-MPP-Frozen-160105-28,cell_1083,MPP
BM1077-MPP-Frozen-160105-29,cell_1084,MPP
BM1077-MPP-Frozen-160105-30,cell_1085,MPP
BM1077-MPP-Frozen-160105-31,cell_1086,MPP
BM1077-MPP-Frozen-160105-32,cell_1087,MPP
BM1077-MPP-Frozen-160105-33,cell_1088,MPP
BM1077-MPP-Frozen-160105-34,cell_1089,MPP
BM1077-MPP-Frozen-160105-35,cell_1090,MPP
BM1077-MPP-Frozen-160105-36,cell_1091,MPP
BM1077-MPP-Frozen-160105-37,cell_1092,MPP
BM1077-MPP-Frozen-160105-38,cell_1093,MPP
BM1077-MPP-Frozen-160105-39,cell_1094,MPP
BM1077-MPP-Frozen-160105-40,cell_1095,MPP
BM1077-MPP-Frozen-160105-41,cell_1096,MPP
BM1077-MPP-Frozen-160105-42,cell_1097,MPP
BM1077-MPP-Frozen-160105-43,cell_1098,MPP
BM1077-MPP-Frozen-160105-44,cell_1099,MPP
BM1077-MPP-Frozen-160105-45,cell_1100,MPP
BM1077-MPP-Frozen-160105-46,cell_1101,MPP
BM1077-MPP-Frozen-160105-47,cell_1102,MPP
BM1077-MPP-Frozen-160105-48,cell_1103,MPP
BM1077-MPP-Frozen-160105-49,cell_1104,MPP
BM1077-MPP-Frozen-160105-50,cell_1105,MPP
BM1077-MPP-Frozen-160105-51,cell_1106,MPP
BM1077-MPP-Frozen-160105-52,cell_1107,MPP
BM1077-MPP-Frozen-160105-53,cell_1108,MPP
BM1077-MPP-Frozen-160105-54,cell_1109,MPP
BM1077-MPP-Frozen-160105-55,cell_1110,MPP
BM1077-MPP-Frozen-160105-56,cell_1111,MPP
BM1077-MPP-Frozen-160105-57,cell_1112,MPP
BM1077-MPP-Frozen-160105-58,cell_1113,MPP
BM1077-MPP-Frozen-160105-59,cell_1114,MPP
BM1077-MPP-Frozen-160105-60,cell_1115,MPP
BM1077-MPP-Frozen-160105-61,cell_1116,MPP
BM1077-MPP-Frozen-160105-62,cell_1117,MPP
BM1077-MPP-Frozen-160105-63,cell_1118,MPP
BM1077-MPP-Frozen-160105-64,cell_1119,MPP
BM1077-MPP-Frozen-160105-65,cell_1120,MPP
BM1077-MPP-Frozen-160105-66,cell_1121,MPP
BM1077-MPP-Frozen-160105-67,cell_1122,MPP
BM1077-MPP-Frozen-160105-68,cell_1123,MPP
BM1077-MPP-Frozen-160105-69,cell_1124,MPP
BM1077-MPP-Frozen-160105-70,cell_1125,MPP
BM1077-MPP-Frozen-160105-71,cell_1126,MPP
BM1077-MPP-Frozen-160105-72,cell_1127,MPP
BM1077-MPP-Frozen-160105-73,cell_1128,MPP
BM1077-MPP-Frozen-160105-74,cell_1129,MPP
BM1077-MPP-Frozen-160105-75,cell_1130,MPP
BM1077-MPP-Frozen-160105-76,cell_1131,MPP
BM1077-MPP-Frozen-160105-77,cell_1132,MPP
BM1077-MPP-Frozen-160105-78,cell_1133,MPP
BM1077-MPP-Frozen-160105-79,cell_1134,MPP
BM1077-MPP-Frozen-160105-80,cell_1135,MPP
BM1077-MPP-Frozen-160105-81,cell_1136,MPP
BM1077-MPP-Frozen-160105-82,cell_1137,MPP
BM1077-MPP-Frozen-160105-83,cell_1138,MPP
BM1077-MPP-Frozen-160105-84,cell_1139,MPP
BM1077-MPP-Frozen-160105-85,cell_1140,MPP
BM1077-MPP-Frozen-160105-86,cell_1141,MPP
BM1077-MPP-Frozen-160105-87,cell_1142,MPP
BM1077-MPP-Frozen-160105-88,cell_1143,MPP
BM1077-MPP-Frozen-160105-89,cell_1144,MPP
BM1077-MPP-Frozen-160105-90,cell_1145,MPP
BM1077-MPP-Frozen-160105-91,cell_1146,MPP
BM1077-MPP-Frozen-160105-92,cell_1147,MPP
BM1077-MPP-Frozen-160105-93,cell_1148,MPP
BM1077-MPP-Frozen-160105-94,cell_1149,MPP
BM1077-MPP-Frozen-160105-95,cell_1150,MPP
BM1077-MPP-Frozen-160105-96,cell_1151,MPP
BM1077-GMP-Frozen-160107-1,cell_1152,GMP
BM1077-GMP-Frozen-160107-2,cell_1153,GMP
BM1077-GMP-Frozen-160107-3,cell_1154,GMP
BM1077-GMP-Frozen-160107-4,cell_1155,GMP
BM1077-GMP-Frozen-160107-5,cell_1156,GMP
BM1077-GMP-Frozen-160107-6,cell_1157,GMP
BM1077-GMP-Frozen-160107-7,cell_1158,GMP
BM1077-GMP-Frozen-160107-8,cell_1159,GMP
BM1077-GMP-Frozen-160107-9,cell_1160,GMP
BM1077-GMP-Frozen-160107-10,cell_1161,GMP
BM1077-GMP-Frozen-160107-11,cell_1162,GMP
BM1077-GMP-Frozen-160107-12,cell_1163,GMP
BM1077-GMP-Frozen-160107-13,cell_1164,GMP
BM1077-GMP-Frozen-160107-14,cell_1165,GMP
BM1077-GMP-Frozen-160107-15,cell_1166,GMP
BM1077-GMP-Frozen-160107-16,cell_1167,GMP
BM1077-GMP-Frozen-160107-17,cell_1168,GMP
BM1077-GMP-Frozen-160107-19,cell_1169,GMP
BM1077-GMP-Frozen-160107-20,cell_1170,GMP
BM1077-GMP-Frozen-160107-21,cell_1171,GMP
BM1077-GMP-Frozen-160107-22,cell_1172,GMP
BM1077-GMP-Frozen-160107-23,cell_1173,GMP
BM1077-GMP-Frozen-160107-24,cell_1174,GMP
BM1077-GMP-Frozen-160107-25,cell_1175,GMP
BM1077-GMP-Frozen-160107-26,cell_1176,GMP
BM1077-GMP-Frozen-160107-27,cell_1177,GMP
BM1077-GMP-Frozen-160107-28,cell_1178,GMP
BM1077-GMP-Frozen-160107-29,cell_1179,GMP
BM1077-GMP-Frozen-160107-30,cell_1180,GMP
BM1077-GMP-Frozen-160107-31,cell_1181,GMP
BM1077-GMP-Frozen-160107-32,cell_1182,GMP
BM1077-GMP-Frozen-160107-33,cell_1183,GMP
BM1077-GMP-Frozen-160107-34,cell_1184,GMP
BM1077-GMP-Frozen-160107-35,cell_1185,GMP
BM1077-GMP-Frozen-160107-36,cell_1186,GMP
BM1077-GMP-Frozen-160107-37,cell_1187,GMP
BM1077-GMP-Frozen-160107-38,cell_1188,GMP
BM1077-GMP-Frozen-160107-39,cell_1189,GMP
BM1077-GMP-Frozen-160107-40,cell_1190,GMP
BM1077-GMP-Frozen-160107-41,cell_1191,GMP
BM1077-GMP-Frozen-160107-43,cell_1192,GMP
BM1077-GMP-Frozen-160107-44,cell_1193,GMP
BM1077-GMP-Frozen-160107-45,cell_1194,GMP
BM1077-GMP-Frozen-160107-46,cell_1195,GMP
BM1077-GMP-Frozen-160107-47,cell_1196,GMP
BM1077-GMP-Frozen-160107-48,cell_1197,GMP
BM1077-GMP-Frozen-160107-49,cell_1198,GMP
BM1077-GMP-Frozen-160107-50,cell_1199,GMP
BM1077-GMP-Frozen-160107-51,cell_1200,GMP
BM1077-GMP-Frozen-160107-52,cell_1201,GMP
BM1077-GMP-Frozen-160107-53,cell_1202,GMP
BM1077-GMP-Frozen-160107-55,cell_1203,GMP
BM1077-GMP-Frozen-160107-56,cell_1204,GMP
BM1077-GMP-Frozen-160107-57,cell_1205,GMP
BM1077-GMP-Frozen-160107-58,cell_1206,GMP
BM1077-GMP-Frozen-160107-59,cell_1207,GMP
BM1077-GMP-Frozen-160107-60,cell_1208,GMP
BM1077-GMP-Frozen-160107-61,cell_1209,GMP
BM1077-GMP-Frozen-160107-62,cell_1210,GMP
BM1077-GMP-Frozen-160107-63,cell_1211,GMP
BM1077-GMP-Frozen-160107-64,cell_1212,GMP
BM1077-GMP-Frozen-160107-65,cell_1213,GMP
BM1077-GMP-Frozen-160107-66,cell_1214,GMP
BM1077-GMP-Frozen-160107-67,cell_1215,GMP
BM1077-GMP-Frozen-160107-68,cell_1216,GMP
BM1077-GMP-Frozen-160107-69,cell_1217,GMP
BM1077-GMP-Frozen-160107-70,cell_1218,GMP
BM1077-GMP-Frozen-160107-71,cell_1219,GMP
BM1077-GMP-Frozen-160107-72,cell_1220,GMP
BM1077-GMP-Frozen-160107-73,cell_1221,GMP
BM1077-GMP-Frozen-160107-74,cell_1222,GMP
BM1077-GMP-Frozen-160107-75,cell_1223,GMP
BM1077-GMP-Frozen-160107-76,cell_1224,GMP
BM1077-GMP-Frozen-160107-77,cell_1225,GMP
BM1077-GMP-Frozen-160107-78,cell_1226,GMP
BM1077-GMP-Frozen-160107-79,cell_1227,GMP
BM1077-GMP-Frozen-160107-80,cell_1228,GMP
BM1077-GMP-Frozen-160107-81,cell_1229,GMP
BM1077-GMP-Frozen-160107-82,cell_1230,GMP
BM1077-GMP-Frozen-160107-83,cell_1231,GMP
BM1077-GMP-Frozen-160107-84,cell_1232,GMP
BM1077-GMP-Frozen-160107-85,cell_1233,GMP
BM1077-GMP-Frozen-160107-86,cell_1234,GMP
BM1077-GMP-Frozen-160107-87,cell_1235,GMP
BM1077-GMP-Frozen-160107-88,cell_1236,GMP
BM1077-GMP-Frozen-160107-89,cell_1237,GMP
BM1077-GMP-Frozen-160107-90,cell_1238,GMP
BM1077-GMP-Frozen-160107-91,cell_1239,GMP
BM1077-GMP-Frozen-160107-92,cell_1240,GMP
BM1077-GMP-Frozen-160107-93,cell_1241,GMP
BM1077-GMP-Frozen-160107-94,cell_1242,GMP
BM1077-GMP-Frozen-160107-95,cell_1243,GMP
BM1077-GMP-Frozen-160107-96,cell_1244,GMP
BM1077-MEP-Frozen-160107-1,cell_1245,MEP
BM1077-MEP-Frozen-160107-2,cell_1246,MEP
BM1077-MEP-Frozen-160107-3,cell_1247,MEP
BM1077-MEP-Frozen-160107-4,cell_1248,MEP
BM1077-MEP-Frozen-160107-5,cell_1249,MEP
BM1077-MEP-Frozen-160107-6,cell_1250,MEP
BM1077-MEP-Frozen-160107-7,cell_1251,MEP
BM1077-MEP-Frozen-160107-8,cell_1252,MEP
BM1077-MEP-Frozen-160107-9,cell_1253,MEP
BM1077-MEP-Frozen-160107-10,cell_1254,MEP
BM1077-MEP-Frozen-160107-11,cell_1255,MEP
BM1077-MEP-Frozen-160107-12,cell_1256,MEP
BM1077-MEP-Frozen-160107-13,cell_1257,MEP
BM1077-MEP-Frozen-160107-14,cell_1258,MEP
BM1077-MEP-Frozen-160107-15,cell_1259,MEP
BM1077-MEP-Frozen-160107-16,cell_1260,MEP
BM1077-MEP-Frozen-160107-17,cell_1261,MEP
BM1077-MEP-Frozen-160107-18,cell_1262,MEP
BM1077-MEP-Frozen-160107-19,cell_1263,MEP
BM1077-MEP-Frozen-160107-20,cell_1264,MEP
BM1077-MEP-Frozen-160107-21,cell_1265,MEP
BM1077-MEP-Frozen-160107-22,cell_1266,MEP
BM1077-MEP-Frozen-160107-23,cell_1267,MEP
BM1077-MEP-Frozen-160107-24,cell_1268,MEP
BM1077-MEP-Frozen-160107-25,cell_1269,MEP
BM1077-MEP-Frozen-160107-26,cell_1270,MEP
BM1077-MEP-Frozen-160107-27,cell_1271,MEP
BM1077-MEP-Frozen-160107-28,cell_1272,MEP
BM1077-MEP-Frozen-160107-29,cell_1273,MEP
BM1077-MEP-Frozen-160107-30,cell_1274,MEP
BM1077-MEP-Frozen-160107-31,cell_1275,MEP
BM1077-MEP-Frozen-160107-32,cell_1276,MEP
BM1077-MEP-Frozen-160107-33,cell_1277,MEP
BM1077-MEP-Frozen-160107-34,cell_1278,MEP
BM1077-MEP-Frozen-160107-35,cell_1279,MEP
BM1077-MEP-Frozen-160107-36,cell_1280,MEP
BM1077-MEP-Frozen-160107-37,cell_1281,MEP
BM1077-MEP-Frozen-160107-38,cell_1282,MEP
BM1077-MEP-Frozen-160107-39,cell_1283,MEP
BM1077-MEP-Frozen-160107-40,cell_1284,MEP
BM1077-MEP-Frozen-160107-41,cell_1285,MEP
BM1077-MEP-Frozen-160107-42,cell_1286,MEP
BM1077-MEP-Frozen-160107-43,cell_1287,MEP
BM1077-MEP-Frozen-160107-44,cell_1288,MEP
BM1077-MEP-Frozen-160107-45,cell_1289,MEP
BM1077-MEP-Frozen-160107-46,cell_1290,MEP
BM1077-MEP-Frozen-160107-47,cell_1291,MEP
BM1077-MEP-Frozen-160107-48,cell_1292,MEP
BM1077-MEP-Frozen-160107-49,cell_1293,MEP
BM1077-MEP-Frozen-160107-50,cell_1294,MEP
BM1077-MEP-Frozen-160107-51,cell_1295,MEP
BM1077-MEP-Frozen-160107-52,cell_1296,MEP
BM1077-MEP-Frozen-160107-53,cell_1297,MEP
BM1077-MEP-Frozen-160107-54,cell_1298,MEP
BM1077-MEP-Frozen-160107-55,cell_1299,MEP
BM1077-MEP-Frozen-160107-56,cell_1300,MEP
BM1077-MEP-Frozen-160107-57,cell_1301,MEP
BM1077-MEP-Frozen-160107-58,cell_1302,MEP
BM1077-MEP-Frozen-160107-59,cell_1303,MEP
BM1077-MEP-Frozen-160107-60,cell_1304,MEP
BM1077-MEP-Frozen-160107-62,cell_1305,MEP
BM1077-MEP-Frozen-160107-64,cell_1306,MEP
BM1077-MEP-Frozen-160107-69,cell_1307,MEP
BM1077-MEP-Frozen-160107-74,cell_1308,MEP
BM1077-MEP-Frozen-160107-80,cell_1309,MEP
BM1077-MEP-Frozen-160107-82,cell_1310,MEP
BM1077-MEP-Frozen-160107-84,cell_1311,MEP
BM1077-MEP-Frozen-160107-85,cell_1312,MEP
BM1077-MEP-Frozen-160107-86,cell_1313,MEP
BM1077-MEP-Frozen-160107-87,cell_1314,MEP
BM1077-MEP-Frozen-160107-88,cell_1315,MEP
BM1077-MEP-Frozen-160107-89,cell_1316,MEP
BM1077-MEP-Frozen-160107-91,cell_1317,MEP
BM1077-MEP-Frozen-160107-92,cell_1318,MEP
BM1077-MEP-Frozen-160107-93,cell_1319,MEP
BM1077-MEP-Frozen-160107-94,cell_1320,MEP
BM1077-MEP-Frozen-160107-95,cell_1321,MEP
BM1077-MEP-Frozen-160107-96,cell_1322,MEP
singles-BM1214-MCP-frozen-160128-1,cell_1323,pDC
singles-BM1214-MCP-frozen-160128-2,cell_1324,pDC
singles-BM1214-MCP-frozen-160128-3,cell_1325,pDC
singles-BM1214-MCP-frozen-160128-4,cell_1326,pDC
singles-BM1214-MCP-frozen-160128-5,cell_1327,pDC
singles-BM1214-MCP-frozen-160128-6,cell_1328,pDC
singles-BM1214-MCP-frozen-160128-7,cell_1329,pDC
singles-BM1214-MCP-frozen-160128-8,cell_1330,pDC
singles-BM1214-MCP-frozen-160128-9,cell_1331,pDC
singles-BM1214-MCP-frozen-160128-10,cell_1332,pDC
singles-BM1214-MCP-frozen-160128-11,cell_1333,pDC
singles-BM1214-MCP-frozen-160128-12,cell_1334,pDC
singles-BM1214-MCP-frozen-160128-13,cell_1335,pDC
singles-BM1214-MCP-frozen-160128-14,cell_1336,pDC
singles-BM1214-MCP-frozen-160128-15,cell_1337,pDC
singles-BM1214-MCP-frozen-160128-16,cell_1338,pDC
singles-BM1214-MCP-frozen-160128-17,cell_1339,pDC
singles-BM1214-MCP-frozen-160128-18,cell_1340,pDC
singles-BM1214-MCP-frozen-160128-19,cell_1341,pDC
singles-BM1214-MCP-frozen-160128-20,cell_1342,pDC
singles-BM1214-MCP-frozen-160128-21,cell_1343,pDC
singles-BM1214-MCP-frozen-160128-22,cell_1344,pDC
singles-BM1214-MCP-frozen-160128-23,cell_1345,pDC
singles-BM1214-MCP-frozen-160128-24,cell_1346,pDC
singles-BM1214-MCP-frozen-160128-25,cell_1347,pDC
singles-BM1214-MCP-frozen-160128-26,cell_1348,pDC
singles-BM1214-MCP-frozen-160128-27,cell_1349,pDC
singles-BM1214-MCP-frozen-160128-28,cell_1350,pDC
singles-BM1214-MCP-frozen-160128-29,cell_1351,pDC
singles-BM1214-MCP-frozen-160128-30,cell_1352,pDC
singles-BM1214-MCP-frozen-160128-31,cell_1353,pDC
singles-BM1214-MCP-frozen-160128-32,cell_1354,pDC
singles-BM1214-MCP-frozen-160128-33,cell_1355,pDC
singles-BM1214-MCP-frozen-160128-34,cell_1356,pDC
singles-BM1214-MCP-frozen-160128-35,cell_1357,pDC
singles-BM1214-MCP-frozen-160128-36,cell_1358,pDC
singles-BM1214-MCP-frozen-160128-37,cell_1359,pDC
singles-BM1214-MCP-frozen-160128-38,cell_1360,pDC
singles-BM1214-MCP-frozen-160128-39,cell_1361,pDC
singles-BM1214-MCP-frozen-160128-40,cell_1362,pDC
singles-BM1214-MCP-frozen-160128-41,cell_1363,pDC
singles-BM1214-MCP-frozen-160128-42,cell_1364,pDC
singles-BM1214-MCP-frozen-160128-43,cell_1365,pDC
singles-BM1214-MCP-frozen-160128-44,cell_1366,pDC
singles-BM1214-MCP-frozen-160128-45,cell_1367,pDC
singles-BM1214-MCP-frozen-160128-46,cell_1368,pDC
singles-BM1214-MCP-frozen-160128-47,cell_1369,pDC
singles-BM1214-MCP-frozen-160128-48,cell_1370,pDC
singles-BM1214-MCP-frozen-160128-49,cell_1371,pDC
singles-BM1214-MCP-frozen-160128-50,cell_1372,pDC
singles-BM1214-MCP-frozen-160128-51,cell_1373,pDC
singles-BM1214-MCP-frozen-160128-52,cell_1374,pDC
singles-BM1214-MCP-frozen-160128-53,cell_1375,pDC
singles-BM1214-MCP-frozen-160128-54,cell_1376,pDC
singles-BM1214-MCP-frozen-160128-55,cell_1377,pDC
singles-BM1214-MCP-frozen-160128-56,cell_1378,pDC
singles-BM1214-MCP-frozen-160128-57,cell_1379,pDC
singles-BM1214-MCP-frozen-160128-58,cell_1380,pDC
singles-BM1214-MCP-frozen-160128-59,cell_1381,pDC
singles-BM1214-MCP-frozen-160128-60,cell_1382,pDC
singles-BM1214-MCP-frozen-160128-61,cell_1383,pDC
singles-BM1214-MCP-frozen-160128-62,cell_1384,pDC
singles-BM1214-MCP-frozen-160128-63,cell_1385,pDC
singles-BM1214-MCP-frozen-160128-64,cell_1386,pDC
singles-BM1214-MCP-frozen-160128-65,cell_1387,pDC
singles-BM1214-MCP-frozen-160128-66,cell_1388,pDC
singles-BM1214-MCP-frozen-160128-67,cell_1389,pDC
singles-BM1214-MCP-frozen-160128-68,cell_1390,pDC
singles-BM1214-MCP-frozen-160128-69,cell_1391,pDC
singles-BM1214-MCP-frozen-160128-70,cell_1392,pDC
singles-BM1214-MCP-frozen-160128-71,cell_1393,pDC
singles-BM1214-MCP-frozen-160128-72,cell_1394,pDC
singles-BM1214-MCP-frozen-160128-73,cell_1395,pDC
singles-BM1214-MCP-frozen-160128-74,cell_1396,pDC
singles-BM1214-MCP-frozen-160128-75,cell_1397,pDC
singles-BM1214-MCP-frozen-160128-76,cell_1398,pDC
singles-BM1214-MCP-frozen-160128-77,cell_1399,pDC
singles-BM1214-MCP-frozen-160128-78,cell_1400,pDC
singles-BM1214-MCP-frozen-160128-79,cell_1401,pDC
singles-BM1214-MCP-frozen-160128-80,cell_1402,pDC
singles-BM1214-MCP-frozen-160128-81,cell_1403,pDC
singles-BM1214-MCP-frozen-160128-82,cell_1404,pDC
singles-BM1214-MCP-frozen-160128-83,cell_1405,pDC
singles-BM1214-MCP-frozen-160128-84,cell_1406,pDC
singles-BM1214-MCP-frozen-160128-85,cell_1407,pDC
singles-BM1214-MCP-frozen-160128-86,cell_1408,pDC
singles-BM1214-MCP-frozen-160128-87,cell_1409,pDC
singles-BM1214-MCP-frozen-160128-88,cell_1410,pDC
singles-BM1214-MCP-frozen-160128-89,cell_1411,pDC
singles-BM1214-MCP-frozen-160128-90,cell_1412,pDC
singles-BM1214-MCP-frozen-160128-91,cell_1413,pDC
singles-BM1214-MCP-frozen-160128-92,cell_1414,pDC
singles-BM1214-MCP-frozen-160128-93,cell_1415,pDC
singles-BM1214-MCP-frozen-160128-94,cell_1416,pDC
singles-BM1214-MCP-frozen-160128-95,cell_1417,pDC
singles-BM1214-MCP-frozen-160128-96,cell_1418,pDC
singles-PB1022-mono-160128-1,cell_1419,Monocyte
